GDPR Sensitive,Notes,Event Code Legacy,Hybride,ActionEventCode Hybride,Status,N/A in V2,Wish list,Stack V2,Stack V1,Action,Capacity,Applications,Actor,Entities,Service,Business Criticity,Activity,API v1 Call,API v1 Note,API v1 Verb,Event tracked since,Criticity of Capacity
No,,,Yes,RefreshToken,,No,No,No,No,Refresh Token,https://www.notion.so/Access-Account-67d66a0d710d4246affbd2e71a832ef5,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/User-5770846e6a374d5e8853386aa7db9e58,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,https://www.notion.so/Authentification-226960ba42ea4fd4915040eb3a534962,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,2022/11/17,Critical
No,,,No,CancellationEmailSentToApplicant,PO Check,No,No,No,Yes,Send Email Notification to Applicant to inform of upcoming visit cancelled (other Applicant chosen),"https://www.notion.so/Manage-SaaS-Visits-47be559e69304dd0aabf616c2123ac55, https://www.notion.so/Manage-Visits-ed81ab4cab0b4251afa332531aaec3db",https://www.notion.so/Agency-SaaS-ec0b97dca3ae4d2c86e9d96b16a2c9e1,https://www.notion.so/System-e0b952212bc04e8f916b85e089411309,https://www.notion.so/Booking-3f5ab6da13eb42d192d5add126bb0e92,https://www.notion.so/Notification-2fabb137ea274d989be3ae03fdf5f1b2,,"https://www.notion.so/a37139b96ea448588075ceccf988a2c9,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8",,,,,"High,Critical"
No,,,No,CancellationSMSSentToApplicant,PO Check,No,No,No,Yes,Send Notification to Applicant to inform of upcoming visit cancelled (other Applicant chosen),"https://www.notion.so/Manage-SaaS-Visits-47be559e69304dd0aabf616c2123ac55, https://www.notion.so/Manage-Visits-ed81ab4cab0b4251afa332531aaec3db",https://www.notion.so/Agency-SaaS-ec0b97dca3ae4d2c86e9d96b16a2c9e1,https://www.notion.so/System-e0b952212bc04e8f916b85e089411309,https://www.notion.so/Booking-3f5ab6da13eb42d192d5add126bb0e92,https://www.notion.so/Notification-2fabb137ea274d989be3ae03fdf5f1b2,,"https://www.notion.so/a37139b96ea448588075ceccf988a2c9,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8",,,,2022/10/26,"High,Critical"
No,,,Yes,Login,,No,No,Yes,Yes,FG Login,https://www.notion.so/Access-FlatGuide-Account-520e49d563d843d8ae3528173e228a5c,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,https://www.notion.so/Authentification-226960ba42ea4fd4915040eb3a534962,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,/public/login,,POST,,Critical
No,,,Yes,Login,,No,No,Yes,Yes,Login,https://www.notion.so/Access-Account-67d66a0d710d4246affbd2e71a832ef5,https://www.notion.so/Website-6e090281586f4d628bf6178455f558a2,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,https://www.notion.so/Authentification-226960ba42ea4fd4915040eb3a534962,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,/business/login,,POST,,Critical
No,,,Yes,Login,,No,No,Yes,Yes,Ops Login,https://www.notion.so/Access-Account-67d66a0d710d4246affbd2e71a832ef5,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,https://www.notion.so/Authentification-226960ba42ea4fd4915040eb3a534962,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,/business/login,,POST,,Critical
No,,,Yes,Login,,No,No,Yes,Yes,CSM Login,https://www.notion.so/Access-Account-67d66a0d710d4246affbd2e71a832ef5,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,https://www.notion.so/Authentification-226960ba42ea4fd4915040eb3a534962,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,/business/login,,POST,,Critical
No,,,Yes,Login,,No,No,Yes,Yes,C-Level Login,https://www.notion.so/Access-Account-67d66a0d710d4246affbd2e71a832ef5,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/C-Level-2cd428e9ee88421d9582aa74ce7bd7e8,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,https://www.notion.so/Authentification-226960ba42ea4fd4915040eb3a534962,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,/business/login,,POST,,Critical
No,,,Yes,Login,,No,No,Yes,Yes,Marketing Login,https://www.notion.so/Access-Account-67d66a0d710d4246affbd2e71a832ef5,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Marketing-Staff-d75e47f013e74408bd16d448834c6c94,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,https://www.notion.so/Authentification-226960ba42ea4fd4915040eb3a534962,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,/business/login,,POST,,Critical
No,,,Yes,Login,,No,No,Yes,Yes,Sales Login,https://www.notion.so/Access-Account-67d66a0d710d4246affbd2e71a832ef5,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Sales-Staff-cea12272506b498da5c145d4dd10cb0a,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,https://www.notion.so/Authentification-226960ba42ea4fd4915040eb3a534962,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,/business/login,,POST,,Critical
No,,,No,,,No,No,No,Yes,"(logged as) Check Chats messages between FG andAgency ",https://www.notion.so/Communicate-FlatGuide-3a7d672c46664690a579b7917ec6c5c2,https://www.notion.so/FlatGuide-Web-App-7769d03bbcf84da4b6de20510a0ef5af,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,No,Yes,(logged as) Force Availabilities to FG,https://www.notion.so/Manage-FlatGuide-Availabilities-cc9c16c0a94e4ea29c37c11e05ed3e63,https://www.notion.so/FlatGuide-Web-App-7769d03bbcf84da4b6de20510a0ef5af,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,High
No,,,No,,,No,No,No,Yes,(logged as) View Payments,https://www.notion.so/Handle-FlatGuide-Payment-b30f9d3aa46947429f93ae18e842fa6c,https://www.notion.so/FlatGuide-Web-App-7769d03bbcf84da4b6de20510a0ef5af,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Medium
No,,,No,,,No,No,No,Yes,(logged as) View reports and check quality,https://www.notion.so/Manage-FlatGuide-Visits-18c3ee43a79b4145a31ccde6a1668ddc,https://www.notion.so/FlatGuide-Web-App-7769d03bbcf84da4b6de20510a0ef5af,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,No,Yes,Accept Booking,https://www.notion.so/Manage-FlatGuide-Visits-18c3ee43a79b4145a31ccde6a1668ddc,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,https://www.notion.so/Booking-3f5ab6da13eb42d192d5add126bb0e92,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,Yes,No,Accept CGU,https://www.notion.so/Set-up-SaaS-Account-81e8b4a649a8413e9ce2abcb66b10839,https://www.notion.so/Agency-SaaS-ec0b97dca3ae4d2c86e9d96b16a2c9e1,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,,,,https://www.notion.so/a37139b96ea448588075ceccf988a2c9,,,,,Light
No,,,No,,,No,No,No,Yes,Accept Staffing,https://www.notion.so/Manage-FlatGuide-Staffing-401b4b05092e40b5a393b6391cdf2887,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,https://www.notion.so/Staffing-9645263e62a140c1b494841f745b44a9,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,No,Yes,Access / Review FG details,https://www.notion.so/Manage-FlatGuide-Account-1a34a06d993444fd9694ff7561f89622,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Light
No,"Test connections, total Property listed, bug fixing, trouble shooting)",,No,,,No,No,No,Yes,Access Customer Page / Website,https://www.notion.so/Manage-Issues-929ba0e6178149ec860260b891ee4022,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,"Allow the FG to ba availbale for Staffing.
Is done automatically in V2",,No,,,Yes,No,No,Yes,Activate FG Account,https://www.notion.so/Set-up-FlatGuide-Account-6792fe5d43cf4cdea7d49b815e925eb0,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Light
No,,,No,,,No,No,No,Yes,Add / Edit / Delete items to Invoice,https://www.notion.so/Invoice-6c1699e475d249bfb8f365a412fcd287,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,https://www.notion.so/Invoice-a7d4fb846aba45ffb866ab772e203553,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,No,No,Yes,"Add / Edit / Remove upcoming Payment for FG ",https://www.notion.so/FlatGuide-Invoice-2d1a4f3cf9434f01ab7459de9c352328,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Medium
No,,,No,,,No,No,Yes,Yes,Add Applicant to existing Booking,"https://www.notion.so/Manage-SaaS-Visits-47be559e69304dd0aabf616c2123ac55, https://www.notion.so/Manage-Visits-ed81ab4cab0b4251afa332531aaec3db",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Booking-3f5ab6da13eb42d192d5add126bb0e92,,,"https://www.notion.so/a37139b96ea448588075ceccf988a2c9,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8",,,,,"High,Critical"
No,,,No,,,No,No,No,Yes,Add internal note,"https://www.notion.so/Manage-Applications-c7e8d19c87314eae88ac760916eef991, https://www.notion.so/Manage-SaaS-Applications-c3a9488441eb4dbaab6be5e04342f4a0",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Application-4a6ff18cc4cc42bb8e4ab95157233487,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,High"
No,,,No,,,No,No,Yes,Yes,Add new Agency Collaborator (Send Invitation),"https://www.notion.so/Manage-SaaS-Account-6339ec2f4e824cdd837c865de5234008, https://www.notion.so/Manage-Account-cc9076bca6cd4f09aa9d6ef2a15fe02a",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,,,"https://www.notion.so/a37139b96ea448588075ceccf988a2c9,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8",,,,,"Light,Light"
No,,,No,,,No,No,Yes,Yes,Add Property manually,"https://www.notion.so/Manage-Property-2798a6bbd15c45f0af4360bf457b9451, https://www.notion.so/Manage-SaaS-Property-1dbd301e94454f2b9a9560c9cc796cd0",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Property-4fb0aa4c6b594276818e3ae3e1e1cf26,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,Medium"
Yes,,,No,,,No,No,Yes,Yes,Add/Replace Application Documents,"https://www.notion.so/Manage-Applications-c7e8d19c87314eae88ac760916eef991, https://www.notion.so/Manage-SaaS-Applications-c3a9488441eb4dbaab6be5e04342f4a0",https://www.notion.so/Applicant-App-4034543ba8b3418abe7071688eadd6ed,https://www.notion.so/Applicant-b3fc61ee3d294c8a983a7cce5a5ede16,https://www.notion.so/Application-4a6ff18cc4cc42bb8e4ab95157233487,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,High"
Yes,,,No,,,No,No,Yes,Yes,Apply for FG Job,https://www.notion.so/Sign-Up-FlatGuide-fa8365ecb8964d7fbac4e1568a493e25,https://www.notion.so/FlatGuide-Prospection-Form-1832f2aec8564915983581c1d72ae4eb,https://www.notion.so/FlatGuide-Prospect-7c72198b2bd849878f88ecd5e86d56f3,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Light
No,,,No,,,No,No,No,Yes,Archive FG Account,https://www.notion.so/Offboard-1f7acd90af97417bbcb59399dab1c074,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Medium
No,,,No,,,No,No,No,Yes,Ask for a Forced Booking,https://www.notion.so/Manage-FlatGuide-Visits-18c3ee43a79b4145a31ccde6a1668ddc,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,Yes,Yes,Assign CSM Staff for Customer,"https://www.notion.so/Set-up-Account-8829bc7ee02c44b98b9775dab9940fb5, https://www.notion.so/Set-up-SaaS-Account-81e8b4a649a8413e9ce2abcb66b10839",https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,https://www.notion.so/Customer-893f3f582d434a19a7f602b1ea65b4d1,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Medium,Light"
No,,,No,,,No,No,No,Yes,Automatic Scheduled reminder for Keys return,https://www.notion.so/Manage-FlatGuide-Visits-18c3ee43a79b4145a31ccde6a1668ddc,https://www.notion.so/Intercom-9479272b733c417a9158c324706e5610,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,No,No,Calculate Invoice,https://www.notion.so/SaaS-Invoice-3625994e436b4bd1851da091e6df3e88,https://www.notion.so/cc9b8d62b15347c3ad8c22e50622d6a6,,,,,https://www.notion.so/a37139b96ea448588075ceccf988a2c9,,,,,Medium
No,,,No,,,No,No,No,Yes,Call Flatsy,https://www.notion.so/Communicate-FlatGuide-3a7d672c46664690a579b7917ec6c5c2,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,No,Yes,Cancel a no show booking and pay FG,https://www.notion.so/Manage-FlatGuide-Visits-18c3ee43a79b4145a31ccde6a1668ddc,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,No,Yes,Cancel a scheduled booking,https://www.notion.so/Manage-FlatGuide-Visits-18c3ee43a79b4145a31ccde6a1668ddc,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
Yes,,,No,,,No,No,Yes,Yes,Cancel Application (with motivation),"https://www.notion.so/Manage-Applications-c7e8d19c87314eae88ac760916eef991, https://www.notion.so/Manage-SaaS-Applications-c3a9488441eb4dbaab6be5e04342f4a0",https://www.notion.so/Applicant-App-4034543ba8b3418abe7071688eadd6ed,https://www.notion.so/Applicant-b3fc61ee3d294c8a983a7cce5a5ede16,https://www.notion.so/Application-4a6ff18cc4cc42bb8e4ab95157233487,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,High"
No,,,No,,,No,No,No,Yes,Chat with Agency,https://www.notion.so/Communicate-FlatGuide-3a7d672c46664690a579b7917ec6c5c2,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,https://www.notion.so/Message-0edd68283b7a4c60ba19148390e259f2,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,No,Yes,Chat with FG,https://www.notion.so/Communicate-FlatGuide-3a7d672c46664690a579b7917ec6c5c2,https://www.notion.so/Intercom-9479272b733c417a9158c324706e5610,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,No,Yes,Chat with FG Customer,https://www.notion.so/Communicate-498b7348f78448b0ba3e05b7c365e0b2,https://www.notion.so/Intercom-9479272b733c417a9158c324706e5610,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Critical
No,"No connection with Hubspot, only with Slack.
To discuss with Johan",,No,,Business Chack,No,No,No,Yes,Chat with FG Customer,https://www.notion.so/Communicate-498b7348f78448b0ba3e05b7c365e0b2,https://www.notion.so/Intercom-9479272b733c417a9158c324706e5610,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Critical
No,,,No,,,No,No,No,No,Chat with FlatGuide,https://www.notion.so/Communicate-498b7348f78448b0ba3e05b7c365e0b2,https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Message-0edd68283b7a4c60ba19148390e259f2,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Critical
No,,,No,,,No,No,No,Yes,Chat with FlatGuide,https://www.notion.so/Communicate-FlatGuide-3a7d672c46664690a579b7917ec6c5c2,https://www.notion.so/Intercom-9479272b733c417a9158c324706e5610,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,https://www.notion.so/Message-0edd68283b7a4c60ba19148390e259f2,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,No,Yes,Chat with Flatsy,https://www.notion.so/Communicate-FlatGuide-3a7d672c46664690a579b7917ec6c5c2,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,https://www.notion.so/Message-0edd68283b7a4c60ba19148390e259f2,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,No,Yes,Chat with SaaS Client,https://www.notion.so/Communicate-SaaS-b6ae0ba12566444387e5fff902c1b35c,https://www.notion.so/Intercom-9479272b733c417a9158c324706e5610,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/a37139b96ea448588075ceccf988a2c9,,,,,Light
No,,,No,,,No,No,No,Yes,Chat with Web visitors,"https://www.notion.so/Communicate-498b7348f78448b0ba3e05b7c365e0b2, https://www.notion.so/Communicate-SaaS-b6ae0ba12566444387e5fff902c1b35c",https://www.notion.so/Intercom-9479272b733c417a9158c324706e5610,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,Light"
No,,,No,,,No,No,Yes,Yes,Choose Application and Close Asset,"https://www.notion.so/Manage-Applications-c7e8d19c87314eae88ac760916eef991, https://www.notion.so/Manage-SaaS-Applications-c3a9488441eb4dbaab6be5e04342f4a0",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Application-4a6ff18cc4cc42bb8e4ab95157233487,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,High"
No,,,No,,,No,No,Yes,Yes,Close Property,"https://www.notion.so/Manage-Property-2798a6bbd15c45f0af4360bf457b9451, https://www.notion.so/Manage-SaaS-Property-1dbd301e94454f2b9a9560c9cc796cd0",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Property-4fb0aa4c6b594276818e3ae3e1e1cf26,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,Medium"
No,WIth a priority level,,No,,,No,Yes,No,Yes,Communicate with CSM Staff,https://www.notion.so/Communicate-498b7348f78448b0ba3e05b7c365e0b2,https://www.notion.so/HubSpot-f18a017f3dfa4c028aeed2bd268177a5,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Critical
No,,,No,,,No,No,Yes,Yes,Configure Calendar Sync,https://www.notion.so/Manage-SaaS-Parameters-4a59a1d42b644fca8581360888443f3d,https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,,,https://www.notion.so/a37139b96ea448588075ceccf988a2c9,,,,,Light
No,,,No,,,No,No,No,Yes,Consult FAQs,https://www.notion.so/Provide-FlatGuide-Documentation-9f8dc617736c40549d4e596adf4b02c8,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,https://www.notion.so/FAQ-9f8f5daee9f74314beecf0f90e07d5e9,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Light
Yes,,,No,,,No,No,Yes,Yes,Create Application,"https://www.notion.so/Manage-Applications-c7e8d19c87314eae88ac760916eef991, https://www.notion.so/Manage-SaaS-Applications-c3a9488441eb4dbaab6be5e04342f4a0",https://www.notion.so/Applicant-App-4034543ba8b3418abe7071688eadd6ed,https://www.notion.so/Applicant-b3fc61ee3d294c8a983a7cce5a5ede16,https://www.notion.so/Application-4a6ff18cc4cc42bb8e4ab95157233487,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,High"
No,,,No,,,No,No,Yes,Yes,Create Booking for Property (Auto-creation of Application and Applicant),"https://www.notion.so/Manage-SaaS-Visits-47be559e69304dd0aabf616c2123ac55, https://www.notion.so/Manage-Visits-ed81ab4cab0b4251afa332531aaec3db",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Booking-3f5ab6da13eb42d192d5add126bb0e92,,,"https://www.notion.so/a37139b96ea448588075ceccf988a2c9,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8",,,,,"High,Critical"
No,,,No,,,No,No,No,Yes,"Create Customer ",https://www.notion.so/Set-up-Account-8829bc7ee02c44b98b9775dab9940fb5,https://www.notion.so/HubSpot-f18a017f3dfa4c028aeed2bd268177a5,https://www.notion.so/Sales-Staff-cea12272506b498da5c145d4dd10cb0a,https://www.notion.so/Customer-893f3f582d434a19a7f602b1ea65b4d1,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,No,No,Yes,Create Customer Account,"https://www.notion.so/Set-up-Account-8829bc7ee02c44b98b9775dab9940fb5, https://www.notion.so/Set-up-SaaS-Account-81e8b4a649a8413e9ce2abcb66b10839",https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Medium,Light"
No,,,No,,,No,No,Yes,Yes,Create FG Account,https://www.notion.so/Set-up-FlatGuide-Account-6792fe5d43cf4cdea7d49b815e925eb0,,https://www.notion.so/FlatGuide-Prospect-7c72198b2bd849878f88ecd5e86d56f3,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Light
No,,,No,,,No,No,No,Yes,Create Invoice,https://www.notion.so/Invoice-6c1699e475d249bfb8f365a412fcd287,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,https://www.notion.so/Invoice-a7d4fb846aba45ffb866ab772e203553,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
