GDPR Sensitive,Notes,Event Code Legacy,Hybride,ActionEventCode Hybride,Status,N/A in V2,Wish list,Stack V2,Stack V1,Action,Capacity,Applications,Actor,Entities,Service,Business Criticity,Activity,API v1 Call,API v1 Note,API v1 Verb,Event tracked since,Criticity of Capacity
No,Uses SMS / Email,,No,,,No,No,Yes,Yes,Create link to Booking page for Property,"https://www.notion.so/Manage-SaaS-Visits-47be559e69304dd0aabf616c2123ac55, https://www.notion.so/Manage-Visits-ed81ab4cab0b4251afa332531aaec3db",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Booking-3f5ab6da13eb42d192d5add126bb0e92,,,"https://www.notion.so/a37139b96ea448588075ceccf988a2c9,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8",,,,,"High,Critical"
No,Staffing cannot begin if no Pricing has been defined,,No,,,No,No,No,Yes,Create Product Order / Pricing,https://www.notion.so/Invoice-6c1699e475d249bfb8f365a412fcd287,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,No,Yes,Yes,Create Staff Account,https://www.notion.so/Set-up-Staff-Accounts-286710c7f0dd4441a04c4b4b3f55fc67,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,,,,,https://www.notion.so/20aa4cdaa138486a82a15dd899951e3e,,,,,
No,Applies to only new Bookings after params are changed (no retroaction of existing bookings),,No,,,No,No,No,Yes,Define Agency Booking Default Parameters (by transaction type),https://www.notion.so/Set-up-Account-8829bc7ee02c44b98b9775dab9940fb5,https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Customer-893f3f582d434a19a7f602b1ea65b4d1,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,Business Chack,No,No,No,Yes,Define Agency Booking Default Parameters (by transaction type),https://www.notion.so/Set-up-Account-8829bc7ee02c44b98b9775dab9940fb5,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,https://www.notion.so/Customer-893f3f582d434a19a7f602b1ea65b4d1,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,No,No,Yes,Define Agency Collaborator Role,"https://www.notion.so/Manage-Users-97347e992fbc475780eafe19b75e1dbb, https://www.notion.so/Manage-SaaS-Users-02dfa6d9f3cc41c79d11b820bd3a0ec0",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Light,Light"
No,,,No,,,No,No,Yes,Yes,Define Application criteria per Property,"https://www.notion.so/Manage-Property-2798a6bbd15c45f0af4360bf457b9451, https://www.notion.so/Manage-SaaS-Property-1dbd301e94454f2b9a9560c9cc796cd0",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Property-4fb0aa4c6b594276818e3ae3e1e1cf26,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,Medium"
No,,,No,,,No,No,No,Yes,Define Applications Default Params (by transaction type),https://www.notion.so/Set-up-Account-8829bc7ee02c44b98b9775dab9940fb5,https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Customer-893f3f582d434a19a7f602b1ea65b4d1,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,No,No,Yes,Define Applications Default Params (Rental Only),https://www.notion.so/Set-up-Account-8829bc7ee02c44b98b9775dab9940fb5,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,No,Yes,No,Define Availabilities (Open or specific Properties),https://www.notion.so/Set-up-Account-8829bc7ee02c44b98b9775dab9940fb5,https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Availabilities-70eab40324734a48b7832ca5900e17cf,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,No,Yes,Yes,Define Booking availabilities for a Property,"https://www.notion.so/Manage-SaaS-Visits-47be559e69304dd0aabf616c2123ac55, https://www.notion.so/Manage-Visits-ed81ab4cab0b4251afa332531aaec3db",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Booking-3f5ab6da13eb42d192d5add126bb0e92,,,"https://www.notion.so/a37139b96ea448588075ceccf988a2c9,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8",,,,,"High,Critical"
No,,,No,,Business Chack,No,No,No,Yes,Define Booking Parameters (by transaction type),https://www.notion.so/Set-up-Account-8829bc7ee02c44b98b9775dab9940fb5,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,https://www.notion.so/Property-4fb0aa4c6b594276818e3ae3e1e1cf26,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,No,No,Yes,Define Customer Logo,https://www.notion.so/Set-up-Account-8829bc7ee02c44b98b9775dab9940fb5,https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Customer-893f3f582d434a19a7f602b1ea65b4d1,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,No,No,Yes,Define Customer Profile Details,https://www.notion.so/Set-up-Account-8829bc7ee02c44b98b9775dab9940fb5,https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Customer-893f3f582d434a19a7f602b1ea65b4d1,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,No,Yes,Yes,Define Customer Technical Params,https://www.notion.so/Set-up-Account-8829bc7ee02c44b98b9775dab9940fb5,https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Customer-893f3f582d434a19a7f602b1ea65b4d1,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,No,No,Yes,Define Fee /package for specific Property,https://www.notion.so/Manage-FlatGuide-Staffing-401b4b05092e40b5a393b6391cdf2887,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,No,Yes,Define FG Availabilities,https://www.notion.so/Manage-FlatGuide-Availabilities-cc9c16c0a94e4ea29c37c11e05ed3e63,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,https://www.notion.so/Availabilities-70eab40324734a48b7832ca5900e17cf,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,High
No,,,No,,,No,No,Yes,Yes,Define FG Financial Details,https://www.notion.so/Set-up-FlatGuide-Account-6792fe5d43cf4cdea7d49b815e925eb0,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,https://www.notion.so/FlatGuide-a8512bde6a2b4ee7a7cdeea35bad7265,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Light
No,,,No,,,No,No,Yes,Yes,Define FG Legal Details,https://www.notion.so/Set-up-FlatGuide-Account-6792fe5d43cf4cdea7d49b815e925eb0,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,https://www.notion.so/FlatGuide-a8512bde6a2b4ee7a7cdeea35bad7265,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Light
No,,,No,,,No,No,Yes,Yes,Define FG Profile Details,https://www.notion.so/Manage-FlatGuide-Account-1a34a06d993444fd9694ff7561f89622,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,/me,,POST,,Light
No,,,No,,,No,No,Yes,Yes,Define FG Transportation Details,https://www.notion.so/Manage-FlatGuide-Account-1a34a06d993444fd9694ff7561f89622,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,https://www.notion.so/FlatGuide-a8512bde6a2b4ee7a7cdeea35bad7265,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Light
No,,,No,,,No,No,Yes,Yes,Define Opening Hours,"https://www.notion.so/Manage-Account-cc9076bca6cd4f09aa9d6ef2a15fe02a, https://www.notion.so/Manage-SaaS-Account-6339ec2f4e824cdd837c865de5234008",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Customer-893f3f582d434a19a7f602b1ea65b4d1,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Light,Light"
No,,,No,,,No,No,No,No,Define Product Pricing,https://www.notion.so/Pricing-e6ba9a48f7a7482996141652dd06a4b3,https://www.notion.so/cc9b8d62b15347c3ad8c22e50622d6a6,,,,,https://www.notion.so/03c1b0f69dde4e81966428c084e3930e,,,,,
No,,,No,,,No,No,Yes,Yes,Define Profile Details,"https://www.notion.so/Manage-Account-cc9076bca6cd4f09aa9d6ef2a15fe02a, https://www.notion.so/Manage-SaaS-Account-6339ec2f4e824cdd837c865de5234008",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Light,Light"
No,,,No,,,No,No,Yes,Yes,Define Profile Picture,"https://www.notion.so/Manage-Account-cc9076bca6cd4f09aa9d6ef2a15fe02a, https://www.notion.so/Manage-SaaS-Account-6339ec2f4e824cdd837c865de5234008",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Light,Light"
No,,,No,,,No,No,No,Yes,Define Profile Picture,https://www.notion.so/Manage-FlatGuide-Account-1a34a06d993444fd9694ff7561f89622,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,https://www.notion.so/User-bf889e3166d74034baf629bfcc86f6f6,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Light
No,,,No,,,No,No,No,Yes,Define Staffing Recommendation / Note for Ops,https://www.notion.so/Manage-FlatGuide-Staffing-401b4b05092e40b5a393b6391cdf2887,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,https://www.notion.so/Customer-893f3f582d434a19a7f602b1ea65b4d1,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
Yes,,,No,,,No,No,Yes,Yes,Delete Application and Documents,"https://www.notion.so/Manage-Applications-c7e8d19c87314eae88ac760916eef991, https://www.notion.so/Manage-SaaS-Applications-c3a9488441eb4dbaab6be5e04342f4a0",https://www.notion.so/System-a442820512ae45018533137327ea246b,https://www.notion.so/System-e0b952212bc04e8f916b85e089411309,https://www.notion.so/Application-4a6ff18cc4cc42bb8e4ab95157233487,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,High"
No,,,No,,,No,No,Yes,Yes,Download All Application Documents,"https://www.notion.so/Manage-Applications-c7e8d19c87314eae88ac760916eef991, https://www.notion.so/Manage-SaaS-Applications-c3a9488441eb4dbaab6be5e04342f4a0",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Application-4a6ff18cc4cc42bb8e4ab95157233487,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,High"
No,,,No,,,No,No,Yes,Yes,Download Application Document,"https://www.notion.so/Manage-Applications-c7e8d19c87314eae88ac760916eef991, https://www.notion.so/Manage-SaaS-Applications-c3a9488441eb4dbaab6be5e04342f4a0",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Application-4a6ff18cc4cc42bb8e4ab95157233487,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,High"
No,,,No,,,No,No,No,Yes,Edit a Booking Report with an issue,https://www.notion.so/Manage-FlatGuide-Issues-364b07b051da4076885b7c15273b4507,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Medium
No,,,No,,,No,No,No,Yes,Edit a Key status and provide a note,https://www.notion.so/Manage-FlatGuide-Staffing-401b4b05092e40b5a393b6391cdf2887,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,No,Yes,Enter Applicant Code,https://www.notion.so/Manage-FlatGuide-Visits-18c3ee43a79b4145a31ccde6a1668ddc,https://www.notion.so/FlatGuide-App-c90e959f40264e73b351781212bcc703,https://www.notion.so/Flat-Guide-d466759d44bf4efe995c7eeb0f3a29ca,https://www.notion.so/Booking-3f5ab6da13eb42d192d5add126bb0e92,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,No,Yes,Export Invoices to CSV,https://www.notion.so/Invoice-6c1699e475d249bfb8f365a412fcd287,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,https://www.notion.so/Invoice-a7d4fb846aba45ffb866ab772e203553,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,No,No,Yes,Export Properties to CSV,"https://www.notion.so/Manage-Property-2798a6bbd15c45f0af4360bf457b9451, https://www.notion.so/Manage-SaaS-Property-1dbd301e94454f2b9a9560c9cc796cd0",https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,https://www.notion.so/Property-4fb0aa4c6b594276818e3ae3e1e1cf26,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,Medium"
Yes,⚠️ Contains allthe personal information of visitors,,No,,,No,No,No,Yes,Export Visits to CSV,"https://www.notion.so/Manage-Visits-ed81ab4cab0b4251afa332531aaec3db, https://www.notion.so/Manage-SaaS-Visits-47be559e69304dd0aabf616c2123ac55",https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,https://www.notion.so/Booking-3f5ab6da13eb42d192d5add126bb0e92,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,High"
No,,,No,,,No,No,Yes,Yes,Fast Staff a Property to a FG,https://www.notion.so/Manage-FlatGuide-Staffing-401b4b05092e40b5a393b6391cdf2887,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,https://www.notion.so/Staffing-9645263e62a140c1b494841f745b44a9,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,Yes,Yes,Fast Staff multiple Properties at same address to an FG,https://www.notion.so/Manage-FlatGuide-Staffing-401b4b05092e40b5a393b6391cdf2887,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,https://www.notion.so/Staffing-9645263e62a140c1b494841f745b44a9,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Critical
No,,,No,,,No,No,No,Yes,Filter Customer List by CSM Staff,"https://www.notion.so/Manage-Customers-4161b32013704accbdfe55f06e1745f4, https://www.notion.so/Manage-SaaS-Customers-accb4781b8404551b21e855ae27510a7",https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,https://www.notion.so/Customer-893f3f582d434a19a7f602b1ea65b4d1,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,Light
No,,,No,,,No,No,Yes,Yes,"Filter FG Prospects by geolocation, scoring…",https://www.notion.so/Manage-FlatGuides-900541c236724f82a9ffdab241a86553,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,https://www.notion.so/FlatGuide-a8512bde6a2b4ee7a7cdeea35bad7265,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Medium
No,,,No,,,No,No,Yes,Yes,Filter Visits by Agency Collaborator,"https://www.notion.so/Manage-SaaS-Visits-47be559e69304dd0aabf616c2123ac55, https://www.notion.so/Manage-Visits-ed81ab4cab0b4251afa332531aaec3db",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Booking-3f5ab6da13eb42d192d5add126bb0e92,,,"https://www.notion.so/a37139b96ea448588075ceccf988a2c9,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8",,,,,"High,Critical"
No,,,No,,,No,No,No,Yes,Follow issue with CSM Staff,https://www.notion.so/Manage-Issues-929ba0e6178149ec860260b891ee4022,https://www.notion.so/HubSpot-f18a017f3dfa4c028aeed2bd268177a5,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,Yes,No,Yes,Follow up of FG lifecycle and Milestones,https://www.notion.so/Retain-FlatGuide-804b33a8e426421e9f126029f464b6e8,https://www.notion.so/Google-Drive-fc7980c1a74c45efb7269a34a2b1a36f,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Light
No,,,No,,,No,Yes,No,Yes,Generate Booking Link for Property,"https://www.notion.so/Manage-FlatGuide-Visits-18c3ee43a79b4145a31ccde6a1668ddc, https://www.notion.so/Manage-Visits-ed81ab4cab0b4251afa332531aaec3db",https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,,,,"https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8",,,,,"Critical,Critical"
No,,,No,,,No,No,No,Yes,Generate Bulk FG Transfert Orfer,https://www.notion.so/Handle-FlatGuide-Payment-b30f9d3aa46947429f93ae18e842fa6c,https://www.notion.so/System-a442820512ae45018533137327ea246b,https://www.notion.so/C-Level-2cd428e9ee88421d9582aa74ce7bd7e8,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Medium
No,,,No,,Business Chack,No,No,No,Yes,Generate Customer Contract,https://www.notion.so/Sign-Contract-7d3ef3b4ee7c4ce196d2c6358140f762,https://www.notion.so/Concord-Now-90b5e2278c754926a5850648ff46c888,https://www.notion.so/Sales-Staff-cea12272506b498da5c145d4dd10cb0a,,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,No,No,Yes,Generate SEPA Authorization Document,https://www.notion.so/Manage-Account-cc9076bca6cd4f09aa9d6ef2a15fe02a,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,https://www.notion.so/Customer-893f3f582d434a19a7f602b1ea65b4d1,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Light
No,,,No,,,No,No,No,Yes,Impersonate Customer,https://www.notion.so/Manage-Issues-929ba0e6178149ec860260b891ee4022,https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,,,,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,,,,,Medium
No,,,No,,,No,No,No,Yes,Import Properties automatically from CRM,"https://www.notion.so/Manage-Property-2798a6bbd15c45f0af4360bf457b9451, https://www.notion.so/Manage-SaaS-Property-1dbd301e94454f2b9a9560c9cc796cd0",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Property-4fb0aa4c6b594276818e3ae3e1e1cf26,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,Medium"
No,,,No,,,No,No,No,Yes,Import Properties automatically from Ubiflow,"https://www.notion.so/Manage-Property-2798a6bbd15c45f0af4360bf457b9451, https://www.notion.so/Manage-SaaS-Property-1dbd301e94454f2b9a9560c9cc796cd0",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Property-4fb0aa4c6b594276818e3ae3e1e1cf26,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,Medium"
No,Uses SMS / Email,,No,,,No,No,Yes,Yes,Invite Applicant to choose Booking,"https://www.notion.so/Manage-SaaS-Visits-47be559e69304dd0aabf616c2123ac55, https://www.notion.so/Manage-Visits-ed81ab4cab0b4251afa332531aaec3db",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Booking-3f5ab6da13eb42d192d5add126bb0e92,,,"https://www.notion.so/a37139b96ea448588075ceccf988a2c9,https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8",,,,,"High,Critical"
No,,,No,,,No,No,Yes,Yes,Invite Applicant to visit (from Waiting List),"https://www.notion.so/Manage-Visits-ed81ab4cab0b4251afa332531aaec3db, https://www.notion.so/Manage-SaaS-Visits-47be559e69304dd0aabf616c2123ac55",https://www.notion.so/Agency-App-9d35b96d2bc140f8be04d78bf249c573,https://www.notion.so/Agency-Collaborator-1f0f9050687a4c69b82c2ad25bea34e6,https://www.notion.so/Booking-3f5ab6da13eb42d192d5add126bb0e92,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,High"
No,,,No,,,No,No,Yes,Yes,Invite FG Prospect for Interview,https://www.notion.so/Sign-Up-FlatGuide-fa8365ecb8964d7fbac4e1568a493e25,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Light
No,,,No,,,No,No,Yes,Yes,Invite to Training,https://www.notion.so/Sign-Up-FlatGuide-fa8365ecb8964d7fbac4e1568a493e25,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,https://www.notion.so/FlatGuide-a8512bde6a2b4ee7a7cdeea35bad7265,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Light
No,,,No,,,No,No,No,Yes,Link FG Account to Intercom ?,https://www.notion.so/Set-up-FlatGuide-Account-6792fe5d43cf4cdea7d49b815e925eb0,https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/Ops-Staff-1c01b58121fd4b23901c1a4bfa539ffe,,,,https://www.notion.so/06d960d8394a4c2a84832d0c97ea07f5,,,,,Light
No,,,No,,,No,No,No,Yes,List Active Properties for Customer,"https://www.notion.so/Manage-Property-2798a6bbd15c45f0af4360bf457b9451, https://www.notion.so/Manage-SaaS-Property-1dbd301e94454f2b9a9560c9cc796cd0",https://www.notion.so/Admin-App-45413f4fa44645aa88e4681b0ece1425,https://www.notion.so/CSM-Staff-9b04a1191a2e47a6bb0e00e76275e136,,,,"https://www.notion.so/80d3cceaf60c491c9380cc07f63b99a8,https://www.notion.so/a37139b96ea448588075ceccf988a2c9",,,,,"Critical,Medium"
